"Data Source","World Development Indicators",

"Last Updated Date","2017-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Cyprus","CYP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13171.2749618418","13359.9799061468","14556.5251959034","14649.1227077312","15519.2454617927","16875.7839785275","17104.301220444","17852.7959923135","18931.1158545757","19881.0749769923","21695.7945341996","23297.4457907604","23964.8739002452","24300.7524736383","26091.9087204275","28169.4792031185","30496.1488220344","32986.0379173231","34823.7429423545","33922.6685259088","33295.0278933853","33192.3798467826","31877.470273434","30610.7227756987","30482.562274168","31539.526825782","32580.3506395075","",
"Czech Republic","CZE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12659.0364681078","11588.901105377","11780.9839777898","12056.2121485972","12666.4251942153","13743.4953358049","14584.1800278407","14720.3417494262","14891.2433331071","15324.1064301742","16178.3538318637","17594.7852913622","18189.2343541554","19424.9340079947","20813.8577935766","21956.3838583853","23790.1713901013","26114.6307868608","27844.7953264656","27627.5268277487","27720.919922377","28797.4179611691","29047.2464395949","30485.7141541113","32357.6360807412","34048.1869722215","35139.5844437862","",
"Germany","DEU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19421.7661386233","20940.2397714251","21664.2588599271","21823.6976949635","22756.7767947284","23565.7104390862","24110.8010591348","24627.3449625717","25366.7887938898","26360.1471893926","27277.1103282831","28541.2438705333","29326.9120734283","29988.213385509","31439.5827304623","31968.4674473589","34261.4736480694","36436.5177697672","38028.772143518","37080.3082546896","39263.1877913261","42692.5197566424","43564.1480172353","45232.1978530818","47195.6029484157","48170.2634653959","48884.7628722008","",
"Djibouti","DJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2004.7118537912","1929.09429565775","1946.38185082844","1850.40530141573","1860.4267028259","1809.65354541997","1730.36293187258","1701.20496612356","1671.6556305481","1685.948861735","1689.29947252882","1726.77689460703","1766.62228928047","1829.12816347481","1920.61213366328","2012.59957393296","2138.63174694883","2269.90748125694","2408.40562276167","2506.46796415288","2581.41660981976","2705.40558882684","2838.67447257634","2976.37808018514","3156.96526406576","3349.39047524937","","",
"Dominica","DMA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4349.83613849717","4527.30703202596","4716.78986474334","4893.63879171845","5057.73925581666","5265.55545540224","5520.5748243532","5730.34344904367","6120.9444660922","6291.71946644827","6480.08277400052","6659.68704407202","6628.72195357222","7252.68608140916","7663.05170369556","7874.89197464351","8333.38891798732","9077.60820898693","9897.45060326312","9834.51254629428","9991.9764264162","10135.2741721538","10164.9586000638","10215.8788465096","10802.8028860946","10607.3228199402","10968.9684314647","",
"Denmark","DNK","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18214.3334433556","19033.4351719091","19782.7654275112","20188.2336862267","21644.0870683","22646.1981775895","23712.2338917914","24908.4064767147","25787.4021352676","26653.8293359841","28640.062432903","29517.216403631","30640.3450364796","30784.4161149968","32931.9464984683","34150.1557953743","37317.1164394444","38953.1998862021","41278.328843462","40380.9444701366","43082.7555384582","44403.3941459257","44803.9622367418","46726.853320478","47900.1077032652","48979.2695184822","49818.8047069467","",
"Dominican Republic","DOM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3404.30217098242","3482.00882099877","3860.47652718503","4158.21964115116","4265.18460863834","4512.22993063107","4838.46309192887","5227.70549715457","5564.32198615468","5933.91711065314","6312.2599294113","6471.26355270781","6844.55690956928","6858.15948922965","7033.12719748262","7816.30341831936","8788.88193421726","9671.43100506983","10038.0523332892","10072.8019763464","10898.5171855406","11320.9030559829","11702.3460912915","12302.1734225841","13313.9666652424","14266.5039962011","15234.4504167299","",
"Algeria","DZA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6616.4083524606","6591.30149578516","6704.65098799703","6573.66713476424","6518.02652986682","6777.2977776211","7060.0955238735","7144.43258068079","7477.97130873803","7725.88372231708","8093.53089306002","8416.75268223159","8911.68068021151","9621.16094702921","10176.6756327083","10971.8468673725","11332.7898984189","11843.7192081941","12162.2643470867","12242.178137001","12610.2480535971","12990.345016498","13404.4117836409","13715.7435787744","14203.2922328378","14643.3430640793","15042.4423012255","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1438.58461209183","1577.27605988063","1754.60848576071","1957.79657783994","2179.70061894369","2407.55184224253","2634.54742363559","2825.80466671561","2848.7242837937","3029.08808389915","3292.70380461006","3552.66833833575","3849.10302990176","4224.18500532167","4680.40153074271","5243.81221235904","5921.78639669829","6753.05186938302","7392.82128603035","7941.32452668519","8746.74900918005","9594.8522120338","10423.3669595947","11262.4291229627","12139.179320165","12990.4238557577","13878.2554278356","",
"Early-demographic dividend","EAR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2673.16049334166","2838.96675970392","2971.56514960784","3142.65807096013","3251.09356700243","3352.05370720256","3532.75858814923","3678.73421540596","3717.66855078818","3806.33989765959","4002.09644426959","4096.53915581176","4173.49179676063","4406.84132975913","4753.40120768293","5150.96970637343","5593.27006798162","6041.80732458376","6334.68883405893","6445.48992749856","6882.2772560512","7300.66250309312","7611.94044775599","7979.94503385156","8386.69648278647","8762.44538115685","9198.28403161336","",
"East Asia & Pacific","EAS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3195.39601033576","3437.20769066552","3660.12960297127","3910.12348919531","4193.02945648075","4510.68096406953","4828.819256245","5078.912230003","5076.47907890276","5316.29288929079","5714.77042220984","6018.19475172711","6387.01455614242","6803.72208684899","7389.97636304875","8042.76709375849","8829.42818763396","9772.04662330432","10395.6868814977","10788.651682174","11724.7245489297","12613.2416443524","13482.1326955678","14406.6027659956","15275.0087768509","16127.3880202979","17009.6183893624","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6468.66884305783","6283.4762511222","5744.10918064986","5503.89006731251","4981.51229900907","4974.64285303973","5060.50188176753","5273.28546809179","5314.87233255419","5486.06598430123","6125.1320501473","6497.67931819754","6953.41221586982","7682.17224189644","8599.45566423519","9646.64145661173","11537.4508859023","12849.4574583048","14745.0829995948","14247.7386882106","15251.8077269345","17307.70917437","18214.0369767221","18927.1246663578","19116.5719371439","18749.9010518247","18836.3853898713","",
"Europe & Central Asia","ECS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11549.6905362242","11841.8368890868","11871.9539574156","11942.0760827639","12158.7587676323","12629.4276247662","13084.4295919665","13656.7619609778","14156.1057614462","14715.8444783421","15848.7149082187","16675.9995399392","17447.3869118731","18107.4871083288","19235.9262980814","20270.0872436558","22434.9170175202","24013.7185486916","25661.3752825136","24966.0060997961","26037.4584648212","27769.7678338408","28487.7284061564","29490.420944462","30190.8028342425","30661.3714155325","31169.6815951522","",
"Ecuador","ECU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4829.41672331633","5083.46804861094","5187.93559160857","5294.73993947626","5514.17796863649","5633.1724454941","5714.02720964431","5940.55125471092","6079.38954228811","5768.53565627607","5855.63475390995","6120.93089577906","6360.96873310267","6555.37274179299","7169.97230475119","7664.28927281167","8110.48556053097","8366.14544413312","8920.50082665879","8889.21352587757","9163.15913647781","9926.90344109607","10512.3187519049","11037.3467676481","11483.5091346549","11468.5864304026","11263.8721589778","",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3819.28637022443","3897.99614093818","4074.56201962423","4205.64327056824","4378.60984688964","4587.98486937087","4812.71810720551","5068.83033635944","5233.58739637793","5535.52196734252","5856.2217206123","6086.4197384461","6207.54169225174","6410.52373184808","6728.86131609625","7124.48986200231","7708.0475610928","8327.41081259923","8939.28213481048","9255.38392726248","9658.06521473712","9823.82328675711","10003.3542171587","10156.4148475603","10407.3397051409","10771.3266009234","11150.4072700271","",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16955.1092943533","17927.7051205569","18508.8990325127","18743.7853765123","19557.9371818307","20409.4681927738","21065.6885566999","21916.8427713189","22939.297310281","23854.3024226002","25324.1405210334","26574.477920693","27561.1412413533","27977.3448214504","29103.9617202162","30126.5814184481","32553.668646694","34418.1433644655","35758.7677208305","34895.1277718646","35887.8942228152","37437.9456059039","37805.1214718887","38989.0751203912","40036.2121435497","41283.8020567936","42166.2529852771","",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","758.884538154962","887.032297359895","1102.99818125117","1156.42104267754","1275.73332545174","1380.27004860676","1392.29154214059","1380.37759337174","1330.93984994087","1436.29221751617","1453.33365631842","1395.23187180889","1409.0430341793","1450.33341729727","1444.85802970892","1473.07494141085","1329.64437262065","1366.59093114871","1387.71466344319","1510.45892910899","","","","","","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13626.4458519977","14401.769370558","14794.308110845","14912.5510864752","15518.8112163365","16207.6424014907","16916.966426182","17856.3669378628","19009.9592660685","19907.1614549856","21517.3296358424","22963.3784180161","24363.014919004","25054.4914933685","26198.5835963438","27702.4643073663","30832.970754158","32584.255376474","33463.6540993469","32424.1426122272","31984.806226273","32068.2709273108","31988.2538693179","32603.9057713971","33683.967693421","34836.9422386739","36462.1117777451","",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6279.79981803635","6825.84524418006","7836.59200134544","8357.09161454928","8368.20958176921","9414.01535141414","10326.417724852","11590.6031705331","13063.9154798868","14429.6190733217","16516.1438725455","19269.0695159285","21955.6533099889","22664.0393274715","20523.3528496407","21623.4496624486","24543.0674715452","26022.4688470951","27495.7344185694","28554.9039819928","29084.0284275306","29620.0367762062","",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","421.378823580782","390.250529415433","351.637822394624","392.975033586573","399.958897943947","419.114159507554","464.82930156216","473.037368751169","448.272271194173","464.958894732162","490.03639079122","527.317249948666","528.064520044192","512.077545771551","580.921473952381","652.106061397485","724.901694235947","807.436564543538","888.142451706092","948.224952260441","1052.10426150867","1162.78331740492","1253.24331774066","1371.98167052453","1500.59082254924","1635.72114456751","1737.83125999358","",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14964.5514746485","15604.9482169837","16065.444315439","16373.5836943477","17157.9222613227","17995.3400362899","18722.6549765079","19520.4684994383","20359.8846006049","21157.4457295692","22573.6004360687","23739.1925685234","24748.335706712","25340.1800342058","26583.4945757153","27519.7693290986","29783.0764846527","31520.5962281894","32948.1319779597","32186.1117450783","33303.9980876349","34726.1985249622","35275.7493683395","36490.4991359885","37635.7522146406","38876.6239288127","39838.2368003127","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1822.39100856858","1432.18856882208","1520.8307144228","1628.83185776296","1679.29756022358","1727.32160275585","1835.93314759849","1973.86504568336","2202.7970856692","2357.12532614359","2414.27572998316","2485.58713935317","2453.90525695763","2303.79690040843","2660.4416763148","2857.7994542934","3079.58027364815","3255.09638418921","3427.37941644224","3531.21183752378","3712.20701707693","3505.54875314685","3721.55565479958","3915.29212705864","4029.67346630974","4086.84661378594","4275.03131728711","",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18148.2854091483","17547.1607095942","17253.2689219735","17449.3841230046","18443.074458242","19545.0978906759","20058.6836718964","21763.4677603384","23534.6123259906","24768.6467026728","26732.3060722763","27834.3436883879","28567.1712020759","28983.1838806004","31140.1407327897","31993.4072568579","34382.795897492","37688.3519186939","39969.3875987055","37868.7234107015","38812.3188865779","40683.5275821703","40620.176066035","41293.5157728524","41511.7502577757","42289.3645670583","43365.0703447013","",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3807.73543300453","3792.61619651118","4065.62244048988","4191.9238200272","4436.939103065","4583.86043758403","4835.60115630699","4759.29420319097","4828.09018157051","5292.48748890484","5289.88152104758","5498.34166469056","5750.99191949907","5917.52896377947","6388.9939041527","6612.74768825184","6895.23751598187","6956.30486613424","7093.550249278","6976.98370264113","7203.36569339968","7488.82938057572","7676.77870839263","8113.23615419332","8661.28809905609","9045.06797618479","9127.63748267476","",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17640.6612717007","18402.6129735228","19028.3545110424","19278.0215060341","20075.1818544378","20845.7723139623","21446.3997408508","22345.5850827868","23454.0563720113","24431.7268482742","26192.6532024335","27679.8583659752","28639.3947556454","28256.6616717193","29169.4564287581","30603.4623968601","32543.3612624991","34150.6017004862","35156.3828412094","34767.1542561666","36026.982564473","37457.2842867589","37645.3102785969","39487.8385578404","40221.3854206221","41178.141818639","41466.26571099","",
"Faroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1758.70895949255","1903.45451327409","1972.68183237778","2131.05187612738","2121.43678624367","2286.77923021407","2239.66361041239","2136.70228968306","2229.15520320954","2303.56763163394","2472.29973662665","2579.23138997368","2639.01801481727","2748.33330457593","2741.62951802925","2898.40960529312","2998.00560130114","3034.79557292698","3043.07898317406","3117.74184609378","3230.94985546081","3412.90655368719","3405.47227886479","3320.56347959372","3297.18638740067","3490.21851101972","3515.52680311441","",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12603.9616518222","13452.0847365097","12982.4957218193","13456.6015303647","13887.5660167114","14505.9170899331","14923.4239184963","15651.8148387806","15967.9507213134","14400.80682044","14094.9244207055","14360.7461642177","14183.629480941","14415.8389842859","14520.1507908037","14961.5932962312","14555.669363627","15369.0910365706","14686.4594740914","14347.1717047969","15045.1665571067","15893.5162321878","16457.1588360764","17078.2216723427","17569.0230596948","17963.5086982772","18138.0060400651","",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16739.1467649314","17049.9559700355","17454.1128104845","18273.5084128009","19338.1608700388","20411.5570285313","21751.4294445927","22926.4805901052","23446.1235713725","24171.2406954586","26229.8493939485","27502.728106861","28806.8888382655","30044.2559693838","31744.0222525396","32436.8795877613","34516.056959632","35281.6464945286","36257.5124453907","34631.1207252502","35909.7991503398","36607.9810897257","37705.5942229818","39308.1345662744","41034.9191494398","42124.6518920207","43080.956403214","",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5174.86822893522","4189.29862841771","2342.70751898451","1682.71924484684","1555.48078304164","1673.12262507415","1942.86396845216","2224.70901994107","2341.56821514743","2464.73002348505","2587.02780948458","2793.30265052067","3011.61687737918","3455.75504757794","3808.34501162892","4364.78650465253","4985.27652284394","5825.77326507009","6155.92744153496","6054.39489734577","6597.56854892246","7315.0908976643","8026.50718674542","8541.81225964198","9216.32487569483","9629.20072005885","10023.9506087952","",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1240.69873117891","1312.8006900459","1356.54180465616","1416.54930595288","1454.74291909047","1506.462405051","1564.86974352177","1618.585518622","1672.43675844892","1730.42281006409","1790.59323991973","1857.30317636711","1920.93470377528","2008.47370731799","2123.21966021943","2260.9938369132","2415.53128031403","2520.72166260724","2733.27841163654","2814.3850234161","2997.5259544255","3404.45956595241","3699.34780501398","3940.08736961076","4075.15780228233","4192.7013082271","4300.78200511478","",
"Gibraltar","GIB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","912.579175408769","917.014129784021","913.493449277743","926.940922658856","934.537501975379","956.542039137446","984.759138400488","1027.55591775182","1055.63036003584","1093.29474373686","1126.0219589417","1172.17871234118","1228.87387710427","1245.51407836783","1284.81648891783","1339.16323930099","1385.89253611431","1483.10679069501","1540.2934112748","1494.34488241362","1543.51448652397","1625.57266316287","1715.16415690067","1771.36037790936","1827.34519724165","1870.3986251602","1970.19710092934","",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","973.630977947033","1001.58890792248","1026.36070765548","1051.68721467015","1046.1871927605","1047.72264365079","1060.25684449792","1099.69814737755","1118.05854128","1172.9856138944","1228.23550222978","1288.65338781049","1226.47321775418","1294.57180955999","1378.76171306125","1365.18247296468","1378.26263204267","1420.49954662806","1483.74593672869","1541.94640631393","1610.96812320668","1524.7560222876","1589.05906817528","1639.99718483017","1632.98001225083","1672.97336342058","1680.12013347976","",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1017.24498793844","1078.2151895104","1088.02163652622","1110.37800309765","1144.05180189932","1194.0160100438","1331.16615634807","1416.69496123379","1012.33491295226","1020.60864710433","1080.62245934964","1107.80379241306","1091.33300870022","1095.97110533584","1132.22895964315","1191.60003065699","1228.2638539625","1271.40600985338","1306.40834026786","1327.1154145494","1372.0353014013","1475.38909048806","1438.98105859398","1470.89968288805","1472.91530723278","1543.28326653337","1611.82742210256","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","646.012805281296","640.032458750188","853.925555161147","938.807170540794","1080.64740004934","1250.57367914784","2043.80228707889","4999.4946516893","6011.99854565148","7368.0355369649","8554.62758356854","13726.6340441178","15984.2427044609","17823.7532920387","24219.6676717944","27933.4654485513","29643.9263504681","33513.7421054508","38441.3483297428","37496.5682212741","33041.1883529952","34363.1529063453","36288.4062684229","33877.5422420033","33226.7501442709","29418.067886318","26108.6650459353","",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13290.1818315717","13989.30860339","14298.742476802","14320.2304697656","14842.9694772044","15398.5938508318","16130.0835427736","17142.1596130449","18015.1668036265","18464.7321030753","19503.8794318906","21011.6592287609","22615.9356489706","23868.7332120792","25455.2481156426","25577.5240795599","28535.9234262791","29280.4397580748","30856.0118268477","30396.431358961","28202.8333605299","26141.3195918975","25284.4640766238","26097.8719008736","26536.8873543287","26450.1316144523","26525.8972003377","",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4680.45898391756","4894.56437488142","4925.53553629382","4888.27600789789","5020.67285353291","5190.15136565562","5489.83218434972","5844.941558626","6590.0075983281","7143.709695602","7650.04492066059","7648.71243333686","8013.32839432602","8922.58801466765","9083.64360303752","10590.1681815382","10448.2424282135","11347.1334934115","11640.8645214302","10915.0675874433","10951.8841081545","11220.828366136","11252.0234242385","11655.4074601893","12681.2753338563","13611.8787270443","14227.5742438759","",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3296.80212677172","3449.43998314972","3612.94663878003","3755.15055173751","3898.13758596801","4081.59352046623","4183.30405531039","4342.31214947243","4506.85042710327","4645.98509760196","4811.82562076063","4920.47503619634","5068.51924321412","5176.76360612651","5359.66910995041","5582.00875802146","5926.81529003102","6324.93878582169","6515.05758299598","6456.22189555523","6578.24729507297","6844.4956401592","7026.19387401792","7249.27875612849","7529.07233187159","7780.83325045219","7960.11470479093","",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1837.61743968011","2009.76778385226","2205.17129904212","2425.73012546096","2671.28255392061","2851.88323476045","3130.53357613344","3388.39443417977","3378.0079531389","3544.0636266698","3584.18902212924","3753.52327939365","3853.14095984564","3890.60819186055","4130.39283150272","4183.79474624427","4541.68037472007","5001.43149621849","5211.17539735972","5441.77559867703","5729.56312108395","6130.83761606119","6538.3765807766","6931.41508871974","7279.55104404998","7547.69590435012","7851.59225712013","",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18282.240490136","19062.0305025613","19826.5069898918","20448.3403140618","21428.1268703435","22356.7147995154","23343.7351491653","24392.7515053685","25197.7703897782","26239.4996235521","27886.0416152297","28830.6365467591","29745.1903877184","30735.6481939989","32455.4072159348","34025.767408146","36195.3662761534","37928.9615482067","38843.8954071264","37808.189089458","39237.1284909063","40793.8456108427","41917.7542558017","43337.2780294289","44624.8216800853","45913.4400098416","46855.8786814213","",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17434.3572392088","18884.5970077852","20347.7872221165","21746.9284352346","23025.8828502133","23592.2981291584","23958.6324001627","25399.0772377066","23963.4857330319","24703.03180613","26962.5877702204","27528.0765851019","28288.1827487933","29792.8503606717","33016.8404575354","36437.4920002575","39940.8500592957","43280.9737672063","44800.2197136994","43935.6849639026","47134.5689688841","50085.9593288483","51274.0572653412","53472.2307205948","55514.510938702","57069.7558152262","58651.0255800976","",
"Honduras","HND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2049.95599314306","2125.05285168382","2231.04393309326","2358.57689751664","2311.51943913258","2388.32280451826","2451.17681174759","2547.71108988589","2580.26357847879","2503.45985595865","2638.27229240659","2701.98036090138","2775.91143956389","2888.18378572379","3078.01306027875","3291.93209954546","3535.36019062066","3770.76574977513","3923.59702090081","3779.31896670342","3890.85140670074","4046.07625166556","4213.02444982689","4323.24446721271","4457.2602923067","4599.73079715328","4746.03496055363","",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","951.207842984543","963.056601953663","949.990438813756","954.917685925796","951.551961986055","988.029542134964","1032.53991351081","1066.99931330463","1086.31875110706","1107.84746381418","1134.50109059351","1178.38468623758","1202.60278645825","1246.47854245926","1314.69635101237","1401.4058924824","1490.84151715456","1590.20302252842","1672.78726795072","1711.48213174453","1781.81145826783","1856.22061235766","1946.41061591395","2035.00037072977","2127.56650359383","2203.1933533528","2271.40444570645","",
"Croatia","HRV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7862.04425443716","8795.48483228723","9367.57406610048","9829.24176664336","9748.72540691202","10746.6242553014","11325.5562198412","12283.7778716596","13121.7953245265","14097.550749738","14859.2894225495","16934.7497942682","18770.8695484102","20247.002225883","19470.5905137713","19205.437355706","20704.3087079601","21132.995844394","21681.0856589936","21980.9342870103","22602.188383077","23731.7725238694","",
"Haiti","HTI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1274.70978037349","1307.56226720525","1326.6273860067","1359.41533116483","1378.69204751107","1372.37008265543","1367.56725609162","1377.79477484765","1344.44591984207","1390.75777785247","1442.97690088652","1507.28906946513","1526.16950942459","1561.3874087187","1471.64864918954","1562.27887385753","1614.02589559014","1686.17153257923","1741.11040098833","1761.74798587297","1787.1779281411","",
"Hungary","HUN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8306.39107655684","8238.63826510944","8395.63280372375","8839.09192601209","9170.6118711533","9341.01198664351","9815.55728280169","10400.9420657527","10894.7522824166","11868.8380731469","13261.3517036753","14549.5861777074","15467.3815369556","16257.0425158939","17081.7743442989","18308.4824833244","19022.6556425418","20678.6799120892","20672.8826010531","21576.4982857201","22841.2103381104","23094.4733308159","24463.1994713915","25645.0401757803","26688.9903921334","26996.8098568666","",
"IBRD only","IBD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2819.38018506471","2903.15202117255","2989.28472065321","3159.97179802197","3288.45429575866","3446.03221760163","3649.49823295706","3848.57799307566","3929.11647432388","4095.8773443616","4377.25550433499","4593.401633189","4817.7839723284","5151.16006067684","5650.234203366","6211.53480870663","6948.89169335202","7710.48475683084","8331.31180659768","8588.65879086801","9295.64234458443","10070.0203354072","10662.456356847","11267.1032276466","11854.4206300984","12333.3726855369","12922.5706776627","",
